y,x,mass,size,ecc,signal,raw_mass,ep,frame,particle
41.994465730097915,540.8492975734355,203.8628598637305,2.713274057109334,0.06898763750286728,7.029753788404499,7491.0,0.1134264364592481,0,4
72.94200497100249,812.5252692626347,104.75201015560779,3.0157004239852014,0.16107879137462347,3.3846962684910555,6446.0,-1.223259507717961,0,10
153.88083121289228,833.0763358778626,204.64394361799765,2.8853553779970893,0.3440058181299975,7.63726337505674,7651.0,0.0971693161461854,0,25
179.7618670886076,725.379746835443,109.69887393263318,2.9393930743555923,0.184938056693172,3.5582704361059814,6478.0,-1.913939776742657,0,30
230.27191679049034,641.595839524517,116.81541480484515,3.1139813171224735,0.11574748280759892,3.4714833522985185,6641.0,1.020197854191306,0,38
303.42931483087597,348.8933217692975,100.06550763000479,2.905717067075559,0.43063391343065993,4.512928357988074,5939.0,-0.18210020035571473,0,46
335.42124019957237,644.8930862437634,121.76227858187053,3.316194953029806,0.04860856963073183,3.2111221008761297,6453.0,-1.3280996246940946,0,51
344.66283524904213,655.0735632183909,113.25714436873916,3.1700224203613874,0.24343688958262572,3.1243350170686663,6476.0,-1.8487010966662136,0,52
711.135267311326,204.06302100700233,780.8233930157443,3.1541127521902186,0.29918394307759316,19.266732605256777,9324.0,0.03888845396176151,0,106
35.343813801551654,543.0106165781951,231.12333161106434,2.5507506961528112,0.15846709652247448,8.682460803682286,7491.0,0.07912405665048713,1,4
72.59477124183006,813.0214752567693,101.07516870373618,2.757554770079946,0.23089966673187773,3.5862338102165965,6436.0,3.361883373301299,1,10
117.22655524605385,798.602599814299,101.64141614745459,3.0623359676003354,0.21706192837426874,3.3031100883573914,6372.0,-2.216352742398653,1,136
144.48154815481547,752.0981098109811,104.85015166185892,3.261757793949551,0.1636039692629214,3.208735514404323,6454.0,1.9684711856830015,1,138
147.4448838358873,833.9125061789422,190.91976310705724,3.0062548076242335,0.4016891062104443,7.172467620433193,7570.0,0.0737327797495853,1,25
214.44623655913978,117.6415770609319,105.32202453162425,3.216779484343939,0.19650320188031015,3.3974846623104598,6864.0,0.1885366226993176,1,144
233.7388535031847,652.0081892629663,103.7176567744221,3.1749130371474097,0.11966732591103384,3.208735514404323,6811.0,0.21349098838659797,1,38
296.3272727272727,346.2839826839827,109.00263291579392,2.8609930767622256,0.47935534156370485,4.718728697653416,5987.0,-0.2018263880093202,1,46
335.3656108597285,645.9384615384615,104.2839042181405,3.118765273722789,0.12001714182346203,2.83123721859205,6448.0,2.284027635296306,1,51
435.9636992221262,906.9446845289542,109.19138206370006,2.85458584184039,0.2882150022229506,4.52997954974728,7351.0,0.09090312022598118,1,168
646.3427812223206,768.6386182462356,106.54889399301415,3.0244061850824413,0.2216981282451517,3.208735514404323,7018.0,0.14073735664337586,1,188
712.0751068135822,205.9822352147515,839.3674607385897,3.1808893594649965,0.3206216702374342,19.913035104097418,9439.0,0.028228465514771182,1,106
27.474176094441713,536.505656665027,177.49498344642126,2.6893607218040296,0.17431324010888005,6.460712629136828,7402.0,0.14499588775755523,2,4
52.922746781115876,969.1381974248927,101.71257044519466,3.107377349376208,0.2310057454653271,3.1430493871476464,6696.0,0.7966382860938831,2,202
150.2827693504473,824.0910151691949,224.4661103987944,3.117496826688158,0.4186341851895151,6.8099403388199,7550.0,0.12377188980131536,2,25
230.80545041635125,640.4784254352763,115.33245112283447,3.2674153436637168,0.13676651009426538,2.7065147500438065,6728.0,0.6618225761395335,2,38
305.62833333333333,343.2925,104.76831290492154,3.1186268345753287,0.3943865267955838,4.103425588776093,5948.0,-0.21178322436465066,2,46
335.52904238618527,644.3406593406594,111.22902553405837,3.1943828249996997,0.1827489744387512,3.1430493871476464,6431.0,-1.1597227955941265,2,51
344.23614775725594,656.1484168865435,132.35730196988422,2.905390313880296,0.06205700774846041,3.84150480651379,6546.0,17.64860203038776,2,52
451.79804560260584,336.15798045602605,107.21290687270304,3.199399373599915,0.1734998439965559,2.6192078226230384,5932.0,-0.2061999638062057,2,235
712.7765844603554,195.04322460885706,658.4688466074319,3.130440107054556,0.2401943651665562,15.36601922605516,8970.0,0.05147673915078264,2,106
23.179343474779824,534.6729383506805,237.56875562399236,2.578705057935214,0.08640707188516461,8.083804735003742,7531.0,0.09647930452282374,3,4
52.71179730799683,969.0300870942201,120.11582800364384,3.1507392087194135,0.056746659877857125,3.423729064236879,6667.0,0.47910673649268426,3,202
142.69781596849265,822.8274257071249,265.62431323371123,3.0371845179241856,0.36103530096353137,8.464219075474507,7678.0,0.08493812754607583,3,25
178.90057995028997,721.0687655343828,114.79002723705315,3.5753227674528136,0.4229225577823732,2.948211138648424,6473.0,4.375076485936146,3,30
296.2542677448338,346.8607367475292,105.85029023599019,2.786503217241014,0.44055927561821984,4.37476491541379,5952.0,-0.2099533830894669,3,46
344.21626617375233,657.2190388170055,102.90207909734175,3.2477775708509866,0.06646736362229849,2.853107553530733,6458.0,11.784480212118114,3,52
481.24594594594595,490.9882882882883,105.5649794806371,3.077965866261982,0.1560743236457636,2.948211138648424,6842.0,0.26568646296412507,3,290
698.9488003957457,191.71085827355924,769.0075892616502,3.15664107620696,0.3038966072648449,18.45009551283207,9242.0,0.037372776120273364,3,106
724.8958333333334,929.7817028985507,104.99435796993096,3.275402398113126,0.19895145573857434,2.5677967981776595,6683.0,0.44632728964651414,3,305
22.54425182481752,539.1277372262774,198.665787036181,2.7716467212553,0.11991629784772048,6.525518552283318,7478.0,0.08758803000984779,4,4
70.99131190269331,799.238922675934,104.31766463441804,3.1547132143529635,0.07216911839065862,2.7189660634513824,6454.0,0.4870366201075828,4,10
